[2026-06-01T14:05:14.004+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-06-01T14:05:14.017+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-06-01T14:05:07.018324+00:00 [queued]>
[2026-06-01T14:05:14.022+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-06-01T14:05:07.018324+00:00 [queued]>
[2026-06-01T14:05:14.022+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2026-06-01T14:05:14.031+0000] {taskinstance.py:2330} INFO - Executing <Task(_PythonDecoratedOperator): core_table> on 2026-06-01 14:05:07.018324+00:00
[2026-06-01T14:05:14.034+0000] {standard_task_runner.py:63} INFO - Started process 2190 to run task
[2026-06-01T14:05:14.036+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'update_db', 'core_table', 'manual__2026-06-01T14:05:07.018324+00:00', '--job-id', '68', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmppqxvge87']
[2026-06-01T14:05:14.037+0000] {standard_task_runner.py:91} INFO - Job 68: Subtask core_table
[2026-06-01T14:05:14.071+0000] {task_command.py:426} INFO - Running <TaskInstance: update_db.core_table manual__2026-06-01T14:05:07.018324+00:00 [running]> on host 5dd8bf667756
[2026-06-01T14:05:14.118+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='data@engineers.com' AIRFLOW_CTX_DAG_OWNER='dataengineers' AIRFLOW_CTX_DAG_ID='update_db' AIRFLOW_CTX_TASK_ID='core_table' AIRFLOW_CTX_EXECUTION_DATE='2026-06-01T14:05:07.018324+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-06-01T14:05:07.018324+00:00'
[2026-06-01T14:05:14.119+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-06-01T14:05:14.124+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2026-06-01T14:05:14.127+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2026-06-01T14:05:14.131+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2026-06-01T14:05:14.144+0000] {data_modification.py:75} INFO - Updated row with Video_ID: B9LizOAAoLg
[2026-06-01T14:05:14.147+0000] {data_modification.py:75} INFO - Updated row with Video_ID: rqsRdfdN4uI
[2026-06-01T14:05:14.149+0000] {data_modification.py:75} INFO - Updated row with Video_ID: feu5PQvoCiA
[2026-06-01T14:05:14.152+0000] {data_modification.py:75} INFO - Updated row with Video_ID: 6Zy5VLcEbZc
[2026-06-01T14:05:14.154+0000] {data_modification.py:75} INFO - Updated row with Video_ID: VEGq2Du_HCw
