[2026-05-31T10:45:01.186+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-05-31T10:45:01.202+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.staging_table manual__2026-05-31T10:45:00.450494+00:00 [queued]>
[2026-05-31T10:45:01.206+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.staging_table manual__2026-05-31T10:45:00.450494+00:00 [queued]>
[2026-05-31T10:45:01.207+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2026-05-31T10:45:01.217+0000] {taskinstance.py:2330} INFO - Executing <Task(_PythonDecoratedOperator): staging_table> on 2026-05-31 10:45:00.450494+00:00
[2026-05-31T10:45:01.220+0000] {standard_task_runner.py:63} INFO - Started process 390 to run task
[2026-05-31T10:45:01.223+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'update_db', 'staging_table', 'manual__2026-05-31T10:45:00.450494+00:00', '--job-id', '17', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmpyk7m8z7d']
[2026-05-31T10:45:01.224+0000] {standard_task_runner.py:91} INFO - Job 17: Subtask staging_table
[2026-05-31T10:45:01.259+0000] {task_command.py:426} INFO - Running <TaskInstance: update_db.staging_table manual__2026-05-31T10:45:00.450494+00:00 [running]> on host fa7e94e85520
[2026-05-31T10:45:01.310+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='data@engineers.com' AIRFLOW_CTX_DAG_OWNER='dataengineers' AIRFLOW_CTX_DAG_ID='update_db' AIRFLOW_CTX_TASK_ID='staging_table' AIRFLOW_CTX_EXECUTION_DATE='2026-05-31T10:45:00.450494+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-05-31T10:45:00.450494+00:00'
[2026-05-31T10:45:01.311+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-05-31T10:45:01.321+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2026-05-31T10:45:01.323+0000] {data_loading.py:12} INFO - Processing file: YT_data_2026-05-31
[2026-05-31T10:45:01.330+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2026-05-31T10:45:01.334+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2026-05-31T10:45:01.342+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: GpQSUjNsNm0
[2026-05-31T10:45:01.344+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: y1UVAtHALaA
[2026-05-31T10:45:01.346+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: hYahU_Cqwp8
[2026-05-31T10:45:01.348+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: SllXaJiQjBA
[2026-05-31T10:45:01.351+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: dqpCvSU-ECE
[2026-05-31T10:45:01.353+0000] {data_modification.py:32} INFO - Inserted row with Video_ID: AaMdXZMvT3w
